"PACKING_OUT_TIME","HANDLING_TYPE","AREA_PACKED","CONTAINER_CLASS","PACK_STATION","AREA","PACK_USER","PROD_CODE","QTY_SINGLES","SHIPPING_LPN","ORDER_NO","LENGTH","WIDTH","HEIGHT","WEIGHT","CONVEYABLE_IND","COLLATABILITY_IND","MANUAL_BAG_TYPE"
"2018-11-25 19:56:53","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 04",2,"797826","41304801",1,"3051599334","00000000000057413669",330,260,35,982,"Y","N",
"2018-11-25 19:21:38","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-3",2,"798000","40131601",1,"3051597589","00000000000057280432",250,110,30,56,"Y","N",
"2018-11-25 19:36:05","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 65",1,"798251","40131601",1,"3051601847","00000000000057399696",250,110,30,56,"Y","N",
"2018-11-25 19:58:47","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 10",1,"798401","40131708",1,"3051599145","00000000000057342296",250,90,10,64,"Y","N",
"2018-11-25 19:34:50","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","39956004",1,"3051599698","00000000000057411392",340,225,60,304,"Y","N",
"2018-11-25 19:48:50","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-7",2,"797544","39945110",1,"3051598276","00000000000057347658",475,332,140,770,,,
"2018-11-25 19:37:12","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 61",1,"797802","40131202",1,"3051601933","00000000000057398530",253,115,30,57,,,
"2018-11-25 19:48:02","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-8",2,"797827","40131202",1,"3051597564","00000000000057348016",253,115,30,57,,,
"2018-11-25 19:10:52","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-4",2,"797722","39931003",1,"3051596703","00000000000057300500",475,332,80,830,,,
"2018-11-25 19:29:27","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 2-09",2,"797992","39863603",1,"3051600163","00000000000057400689",378,284,60,760,"Y","N",
"2018-11-25 19:55:04","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-6",2,"797564","40749511",1,"3051600093","00000000000057327671",120,120,20,52,"Y","N",
"2018-11-25 19:00:00","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 07",2,"797756","39219606",1,"3051590848","00000000000057339467",340,215,125,895,"Y","N",
"2018-11-25 19:17:21","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-2",2,"797766","42020355",1,"3051597095","00000000000057331472",140,22,150,25,"Y","N",
"2018-11-25 19:22:13","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","42020355",1,"3051596368","00000000000057374957",140,22,150,25,"Y","N",
"2018-11-25 19:04:19","Carton","SAP MP2","SAP MP2","SAP Station 28",2,"794085","41812415",1,"3051581664","00000000000057369777",90,90,38,62,"Y","N",
"2018-11-25 19:57:17","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 54",1,"797624","41230259",1,"3051604673","00000000000057403675",70,70,30,55,,,
"2018-11-25 19:36:05","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 65",1,"798251","40131602",1,"3051601847","00000000000057399696",250,110,30,56,,,
"2018-11-25 19:44:52","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M1",1,"ACL M","41255405",1,"3051600589","00000000000057416573",73,70,28,35,"Y","N",
"2018-11-25 19:37:30","Carton","SAP MP2","SAP MP2","SAP Station 27",2,"798246","41920146",1,"3051596856","00000000000057402315",110,61,80,141,"Y","N",
"2018-11-25 19:54:48","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 07",2,"797756","40795614",1,"3051599845","00000000000057393127",230,130,30,46,"Y","N",
"2018-11-25 19:18:57","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","40770101",1,"3051598371","00000000000057417912",170,160,73,75,"Y","N",
"2018-11-25 19:09:18","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-9",2,"797096","40781605",1,"3051592492","00000000000057300666",280,165,88,237,"Y","N",
"2018-11-25 19:32:33","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-4",2,"797722","40781605",1,"3051598007","00000000000057367249",280,165,88,237,"Y","N",
"2018-11-25 19:32:47","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-8",2,"797827","41309001",1,"3051596612","00000000000057272341",335,270,40,900,"Y","N",
"2018-11-25 19:38:59","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 11",1,"797478","41309001",1,"3051595883","00000000000057388725",335,270,40,900,"Y","N",
"2018-11-25 19:52:11","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-7",2,"797544","41309001",1,"3051598848","00000000000057400357",335,270,40,900,"Y","N",
"2018-11-25 19:20:00","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 8",1,"797088","40794204",1,"3051596516","00000000000057391338",240,120,22,57,"Y","N",
"2018-11-25 19:47:53","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 10",1,"798401","40794115",1,"3051597712","00000000000057402038",260,140,30,168,"Y","N",
"2018-11-25 19:40:57","Carton","SAP MP2","SAP MP2","SAP Station 27",2,"798246","41230204",1,"3051598286","00000000000057411612",70,70,30,31,,,
"2018-11-25 19:35:26","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","41324202",1,"3051600113","00000000000057419006",372,300,52,1820,"Y","N",
"2018-11-25 19:46:38","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","41324202",1,"3051598079","00000000000057406858",372,300,52,1820,"Y","N",
"2018-11-25 19:26:32","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 15",1,"797745","40671105",1,"3051600364","00000000000057399955",440,349,140,1283,"Y","N",
"2018-11-25 19:26:39","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 4",1,"798237","41230237",1,"3051597454","00000000000057400842",70,70,25,35,"Y","N",
"2018-11-25 19:03:05","Carton","SAP MP2","SAP MP2","SAP Station 28",2,"794085","41254130",1,"3051594273","00000000000057399854",70,70,30,45,"Y","N",
"2018-11-25 19:43:56","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","40687905",1,"3051601969","00000000000057417518",280,230,150,932,"Y","N",
"2018-11-25 19:22:11","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 2-09",2,"797992","39970403",1,"3051599958","00000000000057408877",475,332,150,910,"Y","N",
"2018-11-25 19:18:16","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 3",1,"797128","40721813",1,"3051596653","00000000000057347287",280,250,60,97,"Y","N",
"2018-11-25 19:46:35","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","40795003",2,"3051601926","00000000000057399707",220,160,50,110,"Y","N",
"2018-11-25 19:22:15","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 25",1,"792363","40794102",1,"3051600042","00000000000057404785",260,140,30,168,"Y","N",
"2018-11-25 19:35:22","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 07",2,"797756","40780707",1,"3051595694","00000000000057402985",420,210,50,414,"Y","N",
"2018-11-25 19:49:50","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 2-02",2,"797857","40351512",1,"3051603628","00000000000057418330",100,500,1000,1270,"N","N",
"2018-11-25 19:22:02","Carton","SAP MP2","SAP MP2","SAP Station 28",2,"794085","41850313",1,"3051582179","00000000000057320856",70,68,30,61,"Y","N",
"2018-11-25 19:20:00","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 8",1,"797088","40795008",1,"3051596516","00000000000057391338",210,170,50,110,"Y","N",
"2018-11-25 19:45:04","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","40780701",1,"3051601863","00000000000057412146",350,230,20,170,,,
"2018-11-25 19:02:08","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-1",2,"798205","40780701",1,"3051596485","00000000000057319072",350,230,20,170,,,
"2018-11-25 19:24:59","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 4",1,"798237","40780701",1,"3051597455","00000000000057401606",350,230,20,170,,,
"2018-11-25 19:09:59","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","40795612",1,"3051596101","00000000000057268917",230,130,20,45,"Y","N",
"2018-11-25 19:16:24","Carton","Pack Bench","Pack Bench","D2C pack station 65",1,"798257","40770302",1,"3051599380","00000000000057417865",315,110,40,94,"Y","N",
"2018-11-25 19:04:18","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M1",1,"ACL M","40795005",1,"3051597281","00000000000057416470",210,170,50,110,"Y","N",
"2018-11-25 19:15:32","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-6",2,"797564","40780407",1,"3051595777","00000000000057286719",340,160,30,125,"Y","N",
"2018-11-25 19:27:56","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 53",1,"797754","40780407",1,"3051600613","00000000000057398630",340,160,30,125,"Y","N",
"2018-11-25 19:30:29","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","40794104",1,"3051599596","00000000000057405515",270,150,45,173,"Y","N",
"2018-11-25 19:59:53","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-08",2,"798553","39941534",1,"3051604931","00000000000057418238",378,284,80,380,"Y","N",
"2018-11-25 19:46:38","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","41300311",1,"3051598079","00000000000057406858",248,330,42,1006,"Y","N",
"2018-11-25 19:01:26","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 7",1,"797938","41300311",1,"3051596285","00000000000057364704",248,330,42,1006,"Y","N",
"2018-11-25 19:48:02","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-8",2,"797827","40131222",1,"3051597564","00000000000057348016",253,115,30,57,"Y","N",
"2018-11-25 19:56:49","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 05",2,"792423","40121712",1,"3051600520","00000000000057405265",250,105,20,85,"Y","N",
"2018-11-25 19:21:44","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-06",2,"797973","39944526",1,"3051599882","00000000000057409848",378,284,60,490,"Y","N",
"2018-11-25 19:15:53","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","39276052",1,"3051598321","00000000000057417498",355,214,130,1293,"Y","N",
"2018-11-25 19:46:35","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","40795004",1,"3051601926","00000000000057399707",220,160,50,110,"Y","N",
"2018-11-25 19:34:06","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","40721802",1,"3051600408","00000000000057406386",240,95,40,64,,,
"2018-11-25 19:48:05","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 06",2,"792405","40748705",1,"3051599314","00000000000057404789",240,170,60,285,"Y","N",
"2018-11-25 19:23:31","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-02",2,"792025","39987702",1,"3051600233","00000000000057409791",475,332,140,1200,"Y","N",
"2018-11-25 19:11:19","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","42020654",1,"3051596091","00000000000057367266",140,95,21,25,"Y","N",
"2018-11-25 19:31:16","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-3",2,"798000","42090351",1,"3051598304","00000000000057331079",91,80,50,87,"Y","N",
"2018-11-25 19:46:46","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","40795510",1,"3051601864","00000000000057400272",250,230,10,59,"Y","N",
"2018-11-25 19:54:17","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 06",2,"792405","41232610",1,"3051598293","00000000000057412334",229,52,30,95,"Y","N",
"2018-11-25 19:39:55","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 16",1,"798132","40002997",1,"3051602244","00000000000057400352",210,100,20,199,"Y","N",
"2018-11-25 19:44:52","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M1",1,"ACL M","41251227",1,"3051600589","00000000000057416573",70,75,30,34,"Y","N",
"2018-11-25 19:18:58","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-5",2,"797268","42020592",1,"3051596638","00000000000057339590",210,140,20,45,"Y","N",
"2018-11-25 19:22:37","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","40794105",1,"3051599263","00000000000057400458",280,150,60,173,"Y","N",
"2018-11-25 19:05:00","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 1",1,"798235","41321703",1,"3051592230","00000000000057404225",387,310,60,2330,"Y","N",
"2018-11-25 19:00:56","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","39961209",1,"3051596749","00000000000057412469",210,100,32,59,,,
"2018-11-25 19:33:29","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","41850411",1,"3051600462","00000000000057415755",125,90,35,68,"Y","N",
"2018-11-25 19:47:52","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 11",1,"797478","40780409",1,"3051596238","00000000000057259514",350,195,80,490,"Y","N",
"2018-11-25 19:20:53","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-9",2,"797096","41309505",1,"3051594356","00000000000057404811",375,295,45,1068,,,
"2018-11-25 19:44:56","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2",1,"798123","40671603",1,"3051596079","00000000000057281884",260,190,90,539,"Y","N",
"2018-11-25 19:11:19","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","42020653",1,"3051596091","00000000000057367266",142,92,25,26,"Y","N",
"2018-11-25 19:42:22","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-8",2,"797827","42020653",1,"3051596995","00000000000057334266",142,92,25,26,"Y","N",
"2018-11-25 19:50:12","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","42020653",1,"3051602471","00000000000057422193",142,92,25,26,"Y","N",
"2018-11-25 19:33:59","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","40794101",1,"3051600114","00000000000057416480",280,150,60,173,"Y","N",
"2018-11-25 19:38:24","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","40794101",1,"3051601229","00000000000057421327",280,150,60,173,"Y","N",
"2018-11-25 19:22:39","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","40795513",1,"3051596371","00000000000057374655",250,230,10,59,"Y","N",
"2018-11-25 19:36:46","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","39970722",1,"3051601285","00000000000057416607",378,284,50,400,"Y","N",
"2018-11-25 19:30:40","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","40131223",1,"3051600130","00000000000057399235",253,115,30,57,"Y","N",
"2018-11-25 19:01:43","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","40131223",1,"3051596274","00000000000057403593",253,115,30,57,"Y","N",
"2018-11-25 19:48:02","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-8",2,"797827","40131223",1,"3051597564","00000000000057348016",253,115,30,57,"Y","N",
"2018-11-25 19:56:58","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-10",2,"797135","40770201",1,"3051595466","00000000000057347633",312,160,35,131,,,
"2018-11-25 19:58:01","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-5",2,"797268","40770201",1,"3051600754","00000000000057402771",312,160,35,131,,,
"2018-11-25 19:09:54","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 06",2,"792405","41232075",1,"3051588986","00000000000057365943",85,85,25,59,"Y","N",
"2018-11-25 19:44:03","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 63",1,"798131","40760202",1,"3051602838","00000000000057399259",295,250,10,116,"Y","N",
"2018-11-25 19:15:41","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 06",2,"792405","41831916",1,"3051580073","00000000000057389271",70,70,55,113,"Y","N",
"2018-11-25 19:32:20","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 68",1,"798212","42020428",1,"3051601371","00000000000057415799",150,120,20,30,,,
"2018-11-25 19:02:15","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","41322901",1,"3051597197","00000000000057347891",370,300,60,2385,"Y","N",
"2018-11-25 19:37:40","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","41307002",1,"3051600922","00000000000057363469",335,260,48,1073,"Y","N",
"2018-11-25 19:08:05","Carton","SAP MP2","SAP MP2","SAP Station 23",2,"797221","40795601",1,"3051592912","00000000000057394868",230,130,20,45,"Y","N",
"2018-11-25 19:47:20","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 3",1,"797128","41309503",1,"3051598212","00000000000057289194",375,295,40,137,"Y","N",
"2018-11-25 19:56:56","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 12",1,"797427","41309503",1,"3051597011","00000000000057368712",375,295,40,137,"Y","N",
"2018-11-25 19:44:21","Carton","SAP MP2","SAP MP2","SAP Station 27",2,"798246","42037359",1,"3051598287","00000000000057413529",140,100,20,33,"Y","N",
"2018-11-25 19:25:43","Carton","SAP MP2","SAP MP2","SAP Station 26",2,"797166","42020421",1,"3051588734","00000000000057276345",230,135,10,40,"Y","N",
"2018-11-25 19:24:39","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-3",2,"798000","41831908",1,"3051597584","00000000000057379807",85,85,35,47,,,
"2018-11-25 19:11:21","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","41920809",1,"3051597815","00000000000057412177",105,62,83,127,,,
"2018-11-25 19:07:21","Carton","SAP MP2","SAP MP2","SAP Station 26",2,"797166","41920809",1,"3051579998","00000000000057273827",105,62,83,127,,,
"2018-11-25 19:55:39","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 08",2,"797757","41920809",1,"3051596858","00000000000057401889",105,62,83,127,,,
"2018-11-25 19:43:34","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 6",1,"798233","42200205",1,"3051598144","00000000000057379886",80,80,30,76,"Y","N",
"2018-11-25 19:23:11","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-5",2,"797268","42020321",1,"3051596641","00000000000057333968",140,110,10,32,"Y","N",
"2018-11-25 19:22:50","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","41920823",1,"3051599325","00000000000057404014",265,60,45,112,"Y","N",
"2018-11-25 19:30:02","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 4",1,"798237","42020329",1,"3051597451","00000000000057401032",110,20,150,26,,,
"2018-11-25 19:31:16","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-3",2,"798000","42090347",1,"3051598304","00000000000057331079",160,160,15,39,"Y","N",
"2018-11-25 19:15:51","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","42037203",1,"3051598315","00000000000057412973",150,100,20,31,"Y","N",
"2018-11-25 19:46:06","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 56",1,"798013","42037207",1,"3051603112","00000000000057415769",150,140,15,20,"Y","N",
"2018-11-25 19:00:38","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-7",2,"797544","40770202",1,"3051594746","00000000000057271759",312,160,35,131,,,
"2018-11-25 19:26:44","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 07",2,"797756","42020198",1,"3051589497","00000000000057321752",130,115,5,17,"Y","N",
"2018-11-25 19:48:35","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-6",2,"797564","42020652",1,"3051598957","00000000000057293002",140,92,20,10,"Y","N",
"2018-11-25 19:18:58","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-5",2,"797268","42020835",1,"3051596638","00000000000057339590",240,150,1,39,"Y","N",
"2018-11-25 19:27:26","Carton","SAP MP2","SAP MP2","SAP Station 28",2,"794085","41812401",1,"3051590000","00000000000057271593",90,90,35,60,"Y","N",
"2018-11-25 19:35:33","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","42037302",1,"3051600107","00000000000057419282",150,130,20,90,"Y","N",
"2018-11-25 19:17:43","SmallFinishingCartonSmall","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 2",1,"798334","41950801",1,"3051559508","00000000000057176369",92,92,92,191,"Y","N",
"2018-11-25 19:12:30","Carton","SAP MP2","SAP MP2","SAP Station 28",2,"794085","41901054",1,"3051584647","00000000000057309251",105,65,70,181,,,
"2018-11-25 19:21:53","Carton","SAP MP2","SAP MP2","SAP Station 23",2,"797221","41812204",1,"3051578493","00000000000057284543",195,195,35,270,"Y","N",
"2018-11-25 19:26:01","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-1",2,"798205","40780922",1,"3051598204","00000000000057327491",190,100,60,63,"Y","N",
"2018-11-25 19:03:33","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 03",2,"797512","41812506",1,"3051582327","00000000000057280201",90,90,38,60,"Y","N",
"2018-11-25 19:07:58","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-10",2,"797135","42020195",1,"3051590681","00000000000057280906",130,200,20,38,"Y","N",
"2018-11-25 19:15:00","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 55",1,"797599","42020142",1,"3051599324","00000000000057397693",230,135,10,50,,,
"2018-11-25 19:34:10","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-2",2,"797766","42020142",1,"3051598339","00000000000057401396",230,135,10,50,,,
"2018-11-25 19:45:41","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","41901104",1,"3051601530","00000000000057407490",100,65,65,199,"Y","N",
"2018-11-25 19:18:29","Carton","SAP MP2","SAP MP2","SAP Station 27",2,"798246","42037330",1,"3051585826","00000000000057322103",210,140,35,101,"Y","N",
"2018-11-25 19:57:30","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-3",2,"798000","40794113",1,"3051599787","00000000000057411963",260,140,30,168,"Y","N",
"2018-11-25 19:22:39","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","40794113",1,"3051596371","00000000000057374655",260,140,30,168,"Y","N",
"2018-11-25 19:37:10","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 62",1,"797323","42110205",1,"3051601838","00000000000057395733",80,60,20,13,,,
"2018-11-25 19:16:29","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-1",2,"798205","42010523",1,"3051597793","00000000000057402375",120,90,10,17,"Y","N",
"2018-11-25 19:51:45","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 05",2,"792423","41901041",1,"3051600242","00000000000057393955",71,65,105,156,,,
"2018-11-25 19:01:57","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 05",2,"792423","41901041",1,"3051582585","00000000000057331839",71,65,105,156,,,
"2018-11-25 19:50:39","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-9",2,"797096","42020283",1,"3051597163","00000000000057368144",130,200,10,39,"Y","N",
"2018-11-25 19:37:05","SmallFinishingCarton","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 6",1,"797260","41952725",1,"3051554131","00000000000057086887",90,90,90,270,"Y","N",
"2018-11-25 19:47:12","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","42020398",1,"3051602321","00000000000057407782",200,60,150,40,"Y","N",
"2018-11-25 19:08:04","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 05",2,"792423","42000734",1,"3051580979","00000000000057274241",85,85,40,90,,,
"2018-11-25 19:18:57","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","40770103",1,"3051598371","00000000000057417912",170,160,73,75,"Y","N",
"2018-11-25 19:00:23","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","42010498",1,"3051595448","00000000000057286890",130,100,10,20,"Y","N",
"2018-11-25 19:00:23","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","42010501",1,"3051595448","00000000000057286890",130,90,20,30,"Y","N",
"2018-11-25 19:22:02","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 04",2,"797826","42020639",1,"3051587175","00000000000057341398",210,140,20,45,"Y","N",
"2018-11-25 19:29:53","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-3",2,"798000","42020639",1,"3051598310","00000000000057331709",210,140,20,45,"Y","N",
"2018-11-25 19:17:21","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-2",2,"797766","42020305",1,"3051597095","00000000000057331472",140,100,20,24,,,
"2018-11-25 19:43:26","Carton","SAP MP2","SAP MP2","SAP Station 26",2,"797166","42020305",1,"3051598279","00000000000057413806",140,100,20,24,,,
"2018-11-25 19:07:58","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-10",2,"797135","42020305",1,"3051590681","00000000000057280906",140,100,20,24,,,
"2018-11-25 19:50:12","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","42020305",1,"3051602471","00000000000057422193",140,100,20,24,,,
"2018-11-25 19:31:23","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 68",1,"798212","42020305",1,"3051601246","00000000000057415735",140,100,20,24,,,
"2018-11-25 19:05:36","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","42020305",1,"3051596592","00000000000057414346",140,100,20,24,,,
"2018-11-25 19:54:00","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","42020305",1,"3051600628","00000000000057366546",140,100,20,24,,,
"2018-11-25 19:11:21","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","42068125",1,"3051597815","00000000000057412177",60,10,75,5,"Y","N",
"2018-11-25 19:53:15","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-4",2,"797722","42020604",1,"3051600468","00000000000057327215",140,20,150,227,"Y","N",
"2018-11-25 19:14:40","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-10",2,"797135","42020604",1,"3051590959","00000000000057311714",140,20,150,227,"Y","N",
"2018-11-25 19:13:05","Carton","SAP MP2","SAP MP2","SAP Station 28",2,"794085","41932502",1,"3051592194","00000000000057279601",105,105,75,224,,,
